"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","QMED","QMEDcd","X","Y","QMEDfse","N","URBEXT1990","BFIHOST"
"39026",207.2275,139,156,0.11,0.385,16.79,42.4,0.951,0.1056,32.18,0.3,11.4,33.7,41.9,664,700,42.46,0.0208,17.0375,24.6604873616337,449515,249775,1.10088739942384,56,0.0164,0.415
"39027",175.6825,121,117,0.2,0.782,20.73,52.7,0.996,0.0629,41.14,0.31,10.9,31.9,40.6,694,702,22.04,0.0118,2.14,6.816586586263,453633,176722,1.06036485103829,55,0.0046,0.72
"39028",100.095,157,59,0.17,0.799,10.02,46.3,0.988,0.0498,18.55,0.31,10.4,32.7,42,786,791,21.3,0.0041,2.16,5.18642444142079,425985,164945,1.07544399970664,55,0.0124,0.768
"39029",58.775,133,311,0.19,0.744,11.66,93.4,0.879,0.0289,21.12,0.36,11.7,35.1,46.7,810,824,14.87,0.022,1.994,3.07152760009005,508055,146327,1.03652101149233,55,0.0081,0.885
"39033",45.3125,148,163,0.3,0.812,10.43,45.5,1,0.0325,18.21,0.32,10.4,34,43.2,717,715,22.35,0.0011,0.399,2.05305714245117,445079,176491,1.07470498871156,61,0.0018,0.766
"39034",427.14,142,131,0.17,0.671,35.13,46.5,0.965,0.0682,62.55,0.32,10.2,33.1,41.7,691,730,24.1,0.0141,20.5,21.1443686255501,432692,223000,1.0394521636734,52,0.0181,0.699
"39035",126.74,189,148,0.25,0.799,20.69,73.6,0.89,0.0624,34.86,0.32,10.4,34.6,45.4,833,860,14.6,0.024,3.38,5.06066384041542,400043,209010,1.05094281389237,54,0.0197,0.825
"39036",16.0625,139,335,0.33,0.699,4.92,85.7,0.96,0.0173,9.01,0.36,11.9,35.3,47.5,819,835,15.07,0.0084,0.459,1.72852956407159,507365,144918,1.11409166519156,53,0.001,0.888
"39037",136.4325,187,96,0.07,0.932,15.19,51.3,1,0.0763,28.52,0.34,10.2,31.7,41.1,772,817,5.06,0.0064,3.08,3.31710663731224,410749,170292,1.11283846534235,51,0.0108,0.959
"39042",77.615,143,158,0.33,0.821,18.95,36.5,0.971,0.0828,34.51,0.33,10,31.8,40.3,736,776,12.21,0.0034,3.1,2.99855724982137,415952,209466,1.06774594746481,51,0.0075,0.865
"39049",31.0675,79,171,0.37,0.221,5.33,40.1,0.972,0.0848,10.1,0.29,10.7,32.5,42.2,685,699,50.29,0.402,12.84,7.83072199075597,519554,192305,1.05833308905654,47,0.306,0.182
"39052",49.9975,75,340,0.18,0.366,7.52,24.7,0.939,0.1265,13.74,0.29,12.6,32.5,40.8,676,688,41.54,0.2374,7.5435,7.73290558414438,488740,169768,1.09414778133765,66,0.1173,0.355
"39053",91.5925,88,10,0.3,0.4,10.46,34.2,0.947,0.1987,18.16,0.36,11.7,35.8,47.6,812,826,40.24,0.1904,27.638,19.5671905545886,526075,136807,1.04900911287103,62,0.0914,0.464
"39054",32.3275,88,15,0.32,0.375,6.6,33.5,0.943,0.1719,11.21,0.36,11.7,35.8,47.4,816,829,40.94,0.1399,10.1,8.53334339326215,523535,136000,1.04775960394388,39,0.0878,0.437
"39055",16.815,51,194,0.34,0.212,6.47,16.1,0.999,0.2032,12.27,0.29,10.9,31.5,40.2,657,676,50.09,0.5347,4.2365,4.59730099179435,512197,187911,1.13884132397299,20,0.3949,0.172
"39056",126.18,105,358,0.33,0.716,11.83,48.6,0.99,0.0613,23.25,0.28,11.1,33.7,44.7,714,712,22.24,0.3429,15.285,7.36639165709546,538469,164891,1.03222843790605,47,0.2513,0.715
"39081",233.6025,88,58,0.22,0.612,16.97,23.8,0.986,0.2022,34.06,0.31,9.7,32.2,39.6,639,647,29.95,0.0182,10.4,13.7966253219183,437190,192524,1.09571011706403,44,0.0186,0.623
"39086",32.6225,102,342,0.29,0.504,8.93,47.9,0.946,0.1034,15.52,0.36,11.9,36.6,48.8,830,845,34.46,0.1744,9.909,6.3740527773107,528905,135187,1.06242107513944,48,0.0767,0.597
"39088",96.915,153,127,0.29,0.729,17.26,59.1,0.958,0.0368,27.82,0.3,11.3,35,43,753,763,30.32,0.0559,1.13,5.68157013173139,496058,202802,1.06951911486998,49,0.0317,0.692
"39089",44.735,156,118,0.23,0.726,8.35,63.5,0.979,0.0402,15.45,0.3,10.8,33.7,40.5,724,724,29.48,0.0333,0.6085,2.90905221286265,501212,212162,1.07985247491914,50,0.0223,0.7
"39090",139.7875,111,4,0.18,0.551,16.36,29.3,0.969,0.2078,31.13,0.31,9.5,30.5,38.8,682,680,34.21,0.0655,13.9,12.5636887082692,421813,187519,1.05257146331406,47,0.0573,0.53
"39093",105.94,72,168,0.18,0.235,9.71,38.4,0.93,0.087,19.42,0.29,10.8,32.9,42.4,675,691,49.66,0.4781,25.585,17.9867822674725,521179,190577,1.05803868649931,83,0.372,0.197
"39096",23.7425,54,138,0.26,0.216,4.92,25.9,0.997,0.1329,9.76,0.29,10.7,31.9,40.6,664,678,50.61,0.5115,12.98,6.27733455409824,517402,188669,1.06563378210866,47,0.4268,0.175
"39104",471.3575,82,353,0.14,0.51,51.58,46.5,0.948,0.1462,78.24,0.35,11.4,34.5,45.4,760,768,35.07,0.1128,53.76,49.6788385473022,521975,147494,1.12286183880383,23,0.0564,0.518
"39134",9.77,75,290,0.34,0.562,3.38,24.8,0.993,0.0682,7.28,0.27,11.2,33.8,44.1,680,700,24.99,0.4841,4.851,1.35659150129375,542353,167491,1.11913655498368,30,0.3481,0.685
"40003",1261.3125,73,80,0.05,0.41,36.27,53.6,0.954,0.1275,67.28,0.35,11.7,33.3,44.3,743,755,41.31,0.0335,132.959,147.204873204944,561620,142337,1.05244151763295,67,0.0186,0.44
"40004",204.64,81,114,0.11,0.358,17.75,92.7,0.975,0.0573,33.27,0.35,11.6,36.6,48.8,857,861,44.42,0.0111,43.573,53.3851346500481,566048,125059,1.0739186279355,57,0.0078,0.388
"40005",278.0475,45,276,0.03,0.328,20.33,27.4,0.992,0.184,36.97,0.34,11.8,32.5,42,691,691,44.56,0.0148,38.2385,46.3476173880999,585642,142131,1.13073860908717,62,0.0062,0.353
"40007",252.075,109,32,0.06,0.407,15.15,82.5,0.937,0.0429,30.14,0.35,11.7,34.8,47.2,831,852,42.34,0.0397,49.828,46.2550886136069,547687,135186,1.06987715926649,62,0.02,0.441
"40008",226.3975,77,205,0.16,0.631,18.66,39.1,0.983,0.1605,35.07,0.34,11.9,33.7,44,741,751,28,0.0452,19.61,18.5062753908768,602240,143278,1.05079452515254,63,0.0306,0.659
"40009",134.5,93,50,0.11,0.436,12.89,78.4,0.904,0.0413,23,0.36,11.8,35,47.9,812,809,42.65,0.0124,24.8835,21.0744019539268,566351,135405,1.0784637009549,46,0.0049,0.443
"40010",224.41,82,136,0.11,0.391,21.25,47.4,0.92,0.1103,35.7,0.35,11.4,32.9,44.1,742,764,41.2,0.0334,24.4,31.2203688434108,541389,146818,1.08525592115743,59,0.016,0.424
"40011",341.26,84,187,0.04,0.707,26.05,50.9,0.965,0.1212,49.67,0.34,12,34.4,45.4,748,761,25.41,0.0321,19.664,18.4340879840838,604423,145673,1.0561599783548,57,0.0227,0.706
"40012",187.3125,117,14,0.16,0.834,19.13,71.2,0.926,0.0407,34.86,0.29,11.7,33.7,45.1,729,738,16.07,0.0664,2.8055,4.92198131965813,551868,160003,1.0554064235071,52,0.0416,0.833
"40016",123.4975,98,11,0.26,0.818,12.54,45.6,0.945,0.0507,24.1,0.27,11.4,34,43.7,694,689,14.51,0.2607,8.1525,3.52887135787865,546621,166916,1.08865623125969,48,0.1796,0.856
"40018",122.24,129,45,0.1,0.809,13.66,73.3,0.906,0.0436,23.69,0.32,11.7,34.3,46.4,762,770,17.12,0.0651,3.567,4.02712987897128,550482,156657,1.07566583540979,49,0.0352,0.814
"40021",32.0925,64,134,0.22,0.369,7.04,76,1,0.0351,12.84,0.35,11.9,36.4,48.4,778,778,43.92,0.0126,14.286,9.40810007605747,577159,131654,1.20701223231028,39,0.0074,0.406
"40022",66.96,91,184,0.34,0.699,12.5,40.9,0.967,0.0924,22.81,0.34,11.9,33.3,42.9,726,736,23.3,0.0348,5.118,4.45566936420082,594506,147890,1.04844619004083,55,0.0128,0.744
"40033",44.93,120,76,0.21,0.814,7.69,91.9,0.958,0.0224,15.86,0.34,12.3,35.9,50.7,862,847,22.67,0.0335,1.262,2.70147019931961,624876,142403,1.06925431657518,37,0.0161,0.778
"40035",17.9625,72,257,0.31,0.617,6,38.3,0.991,0.0922,10.29,0.34,11.9,33.3,44.3,753,781,26.66,0.0369,3.891,2.41979583361735,606574,141710,1.16311420870797,17,0.0265,0.686
"41005",182.6625,77,177,0.16,0.449,15.87,73.5,0.922,0.0445,29.88,0.35,11.7,35.9,47.4,835,835,40.94,0.0297,33.068,30.101586196813,535454,127417,1.04958117123583,62,0.0221,0.494
"41006",89.1575,73,215,0.18,0.39,11,72,0.98,0.0422,18.13,0.35,11.5,35.1,46.5,823,837,43.19,0.0301,36.645,22.7392489333341,551045,123035,1.07150646331952,60,0.023,0.432
"41011",156.935,91,126,0.12,0.616,14.13,75.1,0.973,0.0779,27.36,0.35,10.2,39.6,51,921,935,26.84,0.0287,30.06,22.7083597429421,477886,125009,1.06985285784277,56,0.0119,0.675
"41012",93.6225,49,247,0.09,0.354,12.43,48.3,0.961,0.0707,23.42,0.34,11.6,37.6,48.2,829,827,43.78,0.0768,31.6,24.4633240630297,529212,120330,1.05823201285307,56,0.0597,0.376
"41014",382.69,63,177,0.08,0.343,28.55,49.5,0.958,0.0849,48.1,0.35,11.4,35,46.7,805,800,43.3,0.0292,80.282,76.7694178677718,507351,132316,1.07103415070035,49,0.0192,0.39
"41015",57.8925,97,198,0.35,0.9,9.27,81.1,0.976,0.0386,16.86,0.34,10,40,50.7,899,959,9.26,0.0037,2.2705,2.48236730501126,478472,113233,1.08529771551562,56,0.0087,0.905
"41016",19.095,90,182,0.34,0.421,5,78.5,0.966,0.0434,8.75,0.34,11.5,37,48.7,855,835,42.07,0.0273,9.525,5.87633240761303,560883,118772,1.09748308658188,56,0.013,0.471
"41018",67.3575,50,116,0.17,0.342,12.3,41,0.961,0.107,22.93,0.35,11.2,36.3,47.9,820,811,45.71,0.0043,19.9025,18.5022332298809,498549,128364,1.08517423935883,32,9e-04,0.36
"41020",35.48,51,52,0.25,0.362,8.8,46.7,0.993,0.0758,15.83,0.34,11.5,37.1,48.9,886,874,43.25,0.0129,13.78,13.6268787439818,536762,115689,1.04933879569605,54,0.0126,0.355
"41022",52.4375,82,147,0.15,0.428,9.76,78.6,0.951,0.0612,19.11,0.35,10.9,38.5,49.3,857,886,38.72,0.0087,16.6,12.9812812853591,491432,126899,1.12506229944628,53,0.0022,0.48
"41023",86.1975,122,192,0.2,0.915,11.94,102,1,0.0336,21.09,0.34,10.3,40.7,50.9,922,964,7.23,0.0075,1.615,3.66856945178636,487719,113380,1.16866411902484,46,0.0056,0.936
"42001",111.67,69,200,0.26,0.721,13.29,46.9,0.979,0.0682,24.32,0.34,9.2,35.2,45.8,819,863,24.23,0.0526,17.93,8.7472428838587,464837,112499,1.12730152392389,33,0.0392,0.639
"42003",99.8725,48,120,0.18,0.432,9.99,37.6,0.997,0.1072,19.89,0.33,10.5,36.9,46.8,854,873,39.18,0.0131,24.95,25.9519846684278,426195,105409,1.15689678866024,28,0.0035,0.387
"42005",53.46,87,132,0.22,0.925,6.88,42.6,1,0.0537,12.29,0.34,10.6,32.8,43.9,770,801,6.02,0.0085,0.9825,1.5457612257457,428890,137033,1.11015375166294,50,0.0056,0.955
"42006",75.8475,113,237,0.16,0.931,13.37,84,0.979,0.0488,25.22,0.34,9.6,36.6,49.4,896,925,5.54,0.0088,2.8895,2.63246726626811,463827,120639,1.06428373876204,64,0.0032,0.952
"42007",57.4475,126,251,0.28,0.933,7.07,50.4,0.864,0.0281,12.69,0.34,10.3,35.5,46.8,857,877,4.85,0.0159,2.4915,1.21451403753429,462212,133819,1.02846248972792,44,0.0067,0.964
"42008",74.3375,121,292,0.14,0.918,10.34,54.2,0.995,0.0403,21.67,0.34,9.9,37,48.9,885,921,6.89,0.0086,1.367,2.87106230678816,461729,127315,1.05398576772763,52,0.0042,0.941
"42009",72.0625,139,235,0.12,0.924,15.45,52.2,0.93,0.0392,25.69,0.34,10.6,34.3,43.3,819,876,6.06,0.0106,1.065,1.80555630771875,460964,141288,1.08172362982053,53,0.0021,0.951
"42010",339.9,111,247,0.11,0.921,29.1,54,0.949,0.0513,50.5,0.34,10.1,34.8,45.3,834,874,6.09,0.0289,9.479,7.68083292453967,457279,132838,1.0537341096245,65,0.0143,0.949
"42011",55.25,77,221,0.34,0.814,8.04,52.2,0.991,0.0442,14.87,0.33,9.5,33.7,46.1,838,874,18.03,0.0285,7.935,3.40138391996703,456323,119172,1.08507499071595,51,0.0146,0.747
"42012",186.16,113,159,0.27,0.907,16.66,40.1,0.954,0.0561,29.23,0.34,10.7,32.8,41.7,773,801,8.1,0.0358,3.2585,4.24622355656523,431850,147739,1.03559883336276,50,0.0244,0.931
"42014",102.375,60,124,0.17,0.504,11.34,44.5,0.979,0.0532,18.89,0.33,10.7,35.7,46.3,837,867,34.18,0.0146,14.774,19.3458779987447,426270,120792,1.06193274670069,47,0.0089,0.479
"42017",17.33,38,166,0.36,0.273,4.04,32.7,0.991,0.0749,8.03,0.34,9.1,35.8,45.1,785,832,46,0.2376,9.551,6.66784775534525,470407,109547,1.11043348906272,39,0.1675,0.245
"43003",1459.4475,130,144,0.13,0.893,55.81,64.2,0.985,0.0694,95.13,0.34,10.7,33.4,43.8,807,838,10.21,0.0163,47.505,32.7297118552624,405962,140938,1.08010366830269,51,0.0149,0.894
"43004",165.2075,130,177,0.14,0.926,26.81,50.7,1,0.0561,47.3,0.34,10.7,32.4,40.9,768,787,5.94,0.0237,2.05,3.98938734569955,421744,146232,1.22679416873918,25,0.021,0.952
"43005",326.4725,135,177,0.16,0.884,26.62,50.5,1,0.071,48.28,0.34,10.4,31,40.5,744,768,10.68,0.0132,10.4205,8.32012277474925,413152,155346,1.15762968040501,34,0.0154,0.903
"43006",215.6325,139,126,0.15,0.779,21.91,78.5,0.976,0.0471,34.58,0.35,10.9,35.6,46.2,875,943,19.62,0.0087,15.647,13.4188335275838,395750,129698,1.06278107168454,57,0.0055,0.763
"43007",1062.0825,92,130,0.12,0.711,62.57,54.1,0.988,0.1122,105.9,0.35,10.8,35.5,45.9,861,901,25.63,0.0196,99.289,71.7196681361796,385056,113220,1.05454030885549,49,0.0169,0.664
"43008",448.1675,144,119,0.15,0.918,26.59,70.1,0.976,0.0518,52.41,0.35,10.9,33.7,45.8,830,845,6.92,0.0102,12.754,10.7709517467682,396264,142665,1.04901297599448,51,0.0103,0.937
"43009",518.745,100,106,0.07,0.434,26.52,49.9,0.992,0.1226,45.93,0.36,10.8,34.6,44.3,849,894,40.02,0.0104,110.352,101.769751817093,376202,119596,1.05129586505217,55,0.0095,0.442
"43010",94.835,112,168,0.3,0.923,11.79,64.8,0.985,0.0521,20.41,0.35,10.6,34.9,46.7,872,942,6.29,0.0046,4.709,3.21304554488473,398756,115827,1.14483743640374,30,0.0033,0.944
"43012",114.01,167,99,0.2,0.877,12.98,74,0.975,0.0592,25.15,0.35,11,34.9,47.8,925,951,11.19,0.0256,4.637,5.2953154468228,385023,140062,1.07734277589644,53,0.0188,0.885
"43014",85.8275,145,207,0.22,0.787,10.1,43.1,1,0.07,24.25,0.32,10.2,31.1,41.7,759,788,17.59,0.0117,3.729,4.62087080916098,416333,160687,1.08165360282508,53,0.0157,0.838
"43017",84.63,137,132,0.18,0.852,12.76,43.1,1,0.1188,24.25,0.34,10.3,31.3,41.1,744,765,13.57,0.0112,5.439,3.12936315716309,406845,160525,1.09031815240058,53,0.0173,0.872
"43018",170.875,89,157,0.27,0.909,17.82,51.7,0.979,0.0674,32,0.35,10.5,35.2,46.6,860,922,8.17,0.0052,6.912,5.45334207137046,398328,111955,1.07281865794064,49,0.0039,0.914
"43019",30.4,125,157,0.42,0.576,5.81,51.7,0.993,0.063,11.58,0.35,10.7,33.9,44.2,883,915,32.26,0.0155,13.505,6.39349824443526,380593,131878,1.07624991841651,50,0.011,0.565
"43028",67.9975,158,134,0.18,0.936,12.6,70.9,1,0.0246,21.79,0.35,10.9,32.5,45.1,807,818,4.35,8e-04,2.3315,1.99118697302126,396071,147185,1.333205625025,28,0.0016,0.974
"43029",50.04,189,106,0.2,0.905,5.96,76.5,1,0.0367,12.76,0.35,11,35.1,47,968,1003,8.34,0.0031,1.6675,2.6901822187437,382845,136388,1.21938980529844,40,0.0019,0.931
"44001",414.5875,115,95,0.13,0.815,29.73,80.1,0.968,0.0712,55.25,0.37,11.2,38.6,51,968,1022,19.58,0.014,21.339,23.4206177067846,367880,93020,1.05290719284215,31,0.01,0.778
"44002",183.79,105,143,0.21,0.875,23.16,79.5,0.969,0.0537,38.29,0.36,11,37,48.9,942,1004,12.93,0.0051,8.23,8.16008567415432,377763,97463,1.02358168903326,58,0.0033,0.86
"44003",49.1,100,251,0.16,0.629,7.31,138.4,0.994,0.0249,12.41,0.38,11.1,38.4,47.6,924,979,26.49,0.0154,12.3535,8.61949669030805,351378,95390,1.12916743242191,14,0.0107,0.696
"44004",205.67,152,131,0.13,0.816,16.85,100.4,0.971,0.0348,31.37,0.38,11.3,39.8,51.4,1010,1074,20.56,0.0123,15.58,14.0577513307256,361401,98018,1.04510962706133,53,0.0085,0.775
"44006",12.055,188,169,0.18,0.901,3.33,128.9,0.944,0.0162,6.32,0.38,11.5,40.8,51.5,1030,1097,13.35,0.0048,0.901,0.754685021946021,362830,101666,1.07168300463427,49,0.0018,0.879
"44008",20.1825,160,115,0.22,0.848,5.05,93.8,1,0.015,10.12,0.38,11.3,39.3,50.1,1012,1045,19.53,0.0042,0.572,1.83805555794031,359407,90873,1.29176570093246,32,0.0022,0.811
"44009",8.0025,101,191,0.39,0.782,3,117.5,1,0.0157,6.29,0.38,10.9,37.9,51.8,894,937,17.4,0.0233,1.79,0.912462070072551,365870,85605,1.12371541866123,47,0.0075,0.779
"44011",48.515,100,251,0.16,0.629,7.31,138.4,0.994,0.0249,12.41,0.38,11.1,38.4,47.6,924,979,26.49,0.0154,16.5075,8.61949669030805,351377,95390,1.08517687915398,28,0.0107,0.696
"44013",34.0875,152,138,0.18,0.899,5.78,112.6,1,0.0155,11.09,0.38,11.2,38.4,51.4,1002,1078,11.77,0.0045,0.933,2.14237546041344,370072,100164,1.42605034732105,31,0.003,0.893
"44014",107.2425,124,143,0.2,0.885,14.68,88.1,0.99,0.0358,24.58,0.38,11.1,37.4,49.8,969,1049,11.93,0.0051,5.67,5.56171082416365,373981,98698,1.16281955783349,30,0.0033,0.882
"44015",10.7475,204,157,0.24,0.584,3.6,80.3,0.916,0.0184,7.27,0.38,11.6,41.5,51.7,1033,1071,37.86,0.0014,1.66,2.64289098031954,352148,101720,1.16122326214963,31,2e-04,0.605
"45001",608.16,245,163,0.14,0.472,38.36,137.9,0.985,0.0314,77.16,0.46,11.8,42.2,57.4,1249,1302,36,0.0061,175.8475,207.331085166182,291199,125204,1.03875954343923,66,0.0025,0.526
"45002",420.6925,285,168,0.15,0.442,26.85,142.3,0.979,0.0215,55.96,0.48,12.1,45.9,62.4,1361,1420,37.95,0.0017,140.651,182.63780657596,289667,130914,1.04402760379412,63,4e-04,0.495
"45003",228.9075,153,233,0.06,0.565,15.82,70.1,0.993,0.065,30.63,0.4,11.1,36,47,971,995,31.82,0.0139,70.561,44.8924872525993,308879,111882,1.04479559502652,61,0.0038,0.585
"45004",288.555,138,123,0.03,0.473,21.02,90.2,0.996,0.0384,39.8,0.39,11.4,40.1,51.9,994,1052,38.81,0.0109,108.484,77.5104781616173,332346,104570,1.07341276048412,58,0.0045,0.498
"45005",202.8275,144,195,0.11,0.528,19.9,85,0.996,0.0503,41.11,0.4,11.4,38.4,49.5,971,1016,34.34,0.0241,68.255,46.3511730037153,313401,101016,1.0672293452347,62,0.0079,0.549
"45007",1193.6775,187,164,0.1,0.51,41.97,114.6,0.989,0.0496,92.94,0.44,11.5,38.6,51.9,1090,1138,33.69,0.0124,260.69,267.323541798288,292882,115313,1.11603060245336,27,0.0052,0.558
"45008",105.29,183,184,0.08,0.485,13.36,92.9,0.994,0.0361,27.23,0.4,11.5,40.5,52.4,1040,1075,38.03,0.0192,63.196,34.2437038958471,317424,105041,1.07013797993118,49,0.0092,0.491
"45009",147.8175,309,185,0.2,0.503,15.23,154.2,0.95,0.0169,36.67,0.51,12.2,47.8,65.5,1375,1441,34.63,0.0012,47.385,57.4175813185334,291730,134756,1.08573291531716,57,1e-04,0.548
"45012",263.6275,124,114,0.1,0.515,16.44,111.3,0.993,0.0401,30.57,0.46,11.3,33.9,46,909,969,31.96,0.0088,75.623,52.4114424662046,281643,100833,1.12836848052889,58,0.0023,0.577
"45013",31.4325,123,227,0.27,0.511,7.19,62.9,0.998,0.0481,14.24,0.4,11.1,35.2,45,922,958,36.1,0.0092,10.424,9.10029426005227,308982,102292,1.0898450708105,44,1e-04,0.514
"45816",6.8075,310,210,0.24,0.535,3.07,81,1,0.0114,6.01,0.37,11.7,41.8,60.4,1210,1293,31.27,0.005,3.352,3.74212922405345,300161,130641,1.07702329488551,30,0,0.59
"45817",1.74,287,178,0.46,0.588,1.4,67.8,1,0.0172,2.74,0.54,11.7,41.6,61.2,1207,1295,31.55,0.0022,1.17,0.972055637271553,299064,130042,1.18270839413258,30,0,0.603
"45818",9.545,338,214,0.37,0.514,2.61,103.6,1,0.0055,4.61,0.42,11.9,44.2,61.5,1271,1340,32.48,0,4.345,5.75128480377698,299145,134044,1.24003402745104,31,0,0.578
"46003",249.9875,327,131,0.15,0.468,20.23,121.1,0.995,0.036,38.83,0.47,13.8,63.1,83.1,1771,1703,32.88,0.0067,231.2,158.575682893504,267333,74033,1.03574717856337,65,0.0036,0.523
"46005",22.2725,459,145,0.25,0.325,6.46,95,1,0.042,13.73,0.46,14.2,67.1,91.2,2095,1998,47.42,4e-04,37.406,34.4151888051026,263052,81182,1.04742827554297,59,0,0.363
"46006",43.6225,272,207,0.28,0.438,10.67,100.7,0.995,0.0351,20.93,0.47,13.5,58.3,76.8,1714,1722,38.29,0.0316,47.09,37.676472427917,263757,60803,1.04762800455857,49,0.0169,0.472
"46007",47.495,424,143,0.23,0.309,7.8,86.5,1,0.0489,14.36,0.47,14.2,66.2,87.8,1987,1890,47.75,0.0033,71.101,64.4291794002354,260715,76573,1.04897959460413,42,0.0022,0.367
"46008",102.22,202,154,0.17,0.509,15.75,124,0.986,0.0299,32.91,0.47,12.9,53.4,70.7,1550,1605,32.89,0.0063,63.45,54.5833068681514,270509,57802,1.03126395523613,43,0.0035,0.554
"46013",86.9475,261,74,0.11,0.66,10.74,141.7,0.997,0.0219,21.91,0.46,12.9,53.7,72.8,1356,1357,13.8,0.0035,25.9,24.1382454309267,274793,82178,1.0961929266085,19,0.001,0.681
"46014",232.275,227,88,0.13,0.54,22.69,136.7,0.976,0.027,45.25,0.46,12.3,46.6,63.2,1228,1212,27.24,0.005,86.97,69.829087282132,275874,87358,1.12172945656617,19,0.0013,0.575
"47001",920.22,155,218,0.03,0.445,40.47,86.4,0.993,0.044,74.18,0.49,12.2,40.1,52.7,1215,1240,37,0.0047,264,313.848320934101,234597,90511,1.04899950006389,67,0.0034,0.481
"47004",135.2925,175,130,0.08,0.481,18.02,107.1,0.996,0.0339,35.22,0.48,12.4,45.5,61,1423,1498,33.77,0.008,46.05,70.1419580857528,229410,72589,1.05407116838408,58,0.008,0.549
"47005",121.66,148,76,0.13,0.421,16.34,71.2,0.999,0.0465,29.25,0.49,12.2,39,53.8,1199,1204,38.95,0.0051,61.1765,59.8107569656514,223680,91033,1.05700493183082,40,0.0027,0.45
"47006",220.3875,187,269,0.19,0.448,13.84,104.8,0.996,0.035,24.84,0.5,12.3,41.6,53.7,1228,1299,36.3,0.0018,81.9095,94.7370834111934,246585,88525,1.12196353199939,54,2e-04,0.485
"47007",56.91,169,196,0.28,0.504,10.42,104.3,0.987,0.0321,19.13,0.47,12.5,48.1,63.2,1427,1482,33.26,0.0171,40.245,30.4547941763424,260298,57992,1.04062641767632,60,0.0117,0.549
"47008",112.7175,162,225,0.17,0.401,11.59,89.5,0.999,0.0363,21.99,0.5,12,38.5,49.1,1144,1228,39.11,0.001,39.95,54.6919888806816,245181,91619,1.06151351889527,54,0,0.422
"47009",37.3975,109,150,0.2,0.536,8.25,121.2,1,0.0237,15.76,0.48,11.8,41.7,55.2,1276,1348,30.81,0.0107,6.89,17.2219627962002,231069,64364,1.06507547416904,54,0.0074,0.591
"47010",77.77,145,192,0.16,0.38,14.37,53.1,0.947,0.0636,25.87,0.5,12.4,37.8,49.1,1181,1202,41.61,0.0016,28.839,36.7277125220657,228557,108389,1.09220771897948,51,0.0038,0.386
"47011",79.4975,277,249,0.29,0.408,11.67,104,0.95,0.0282,20.56,0.48,13.3,54,68,1617,1588,38.28,0.0067,47.53,54.2121559652293,256353,66803,1.06102952072626,33,0.0076,0.481
"47013",13.95,288,300,0.03,0.276,3.66,82.2,0.998,0.0619,6.85,0.48,13,48.8,66.8,1686,1777,49.11,0,9.806,20.2304906267555,223219,75242,1.0760428374313,51,0,0.368
"47014",44.2425,318,245,0.34,0.548,7.7,109,1,0.0226,17.61,0.48,13.2,54.7,70.2,1665,1665,26.16,0.0078,44.282,26.9016450206081,254968,73835,1.08105569345606,49,0.0107,0.585
"47015",198.05,270,237,0.27,0.515,17.13,104.9,0.999,0.0295,32.64,0.48,12.8,50.8,66.9,1555,1559,30.89,0.0123,158.638,98.7574129967658,251816,76693,1.05869304738234,12,0.0113,0.553
"47020",101.9775,201,90,0.16,0.493,18.06,89.7,1,0.0358,32.05,0.47,12.6,44.9,61.5,1429,1391,34,0.004,34.4755,54.2336558638936,224007,81817,1.06869591463416,40,0.0034,0.576
"47021",34.83,166,64,0.23,0.514,8.33,101.3,0.998,0.0218,16.03,0.5,12.4,41.4,56.7,1298,1273,32.41,0.0174,13.8,17.7214046126036,226707,85525,1.06385509472867,21,0.0209,0.584
"47022",13.4325,180,208,0.46,0.353,4.86,106,0.942,0.0232,9.33,0.48,12.5,46.2,59.5,1403,1454,44.18,0.0141,6.134,11.0542108380268,256488,61046,1.15793572268706,28,0.0122,0.431
"47023",49.0575,158,187,0.2,0.388,8.56,54.2,0.917,0.0519,16.55,0.5,12.5,38.7,50.6,1217,1254,42.01,0.0015,18.596,22.8402637845145,228299,110991,1.13032573997754,6,0.003,0.396
"47024",95.6275,325,245,0.28,0.484,10.47,104.6,0.998,0.0315,21.49,0.48,13.1,53.8,71.4,1666,1665,33.28,0.0036,93.275,63.1342986328407,253095,80078,1.089649243832,29,0.0019,0.516
"48001",36.69,269,175,0.16,0.36,6.88,92.3,0.938,0.0431,15.73,0.47,12.8,48.9,68.1,1637,1784,40.65,0.0026,17.3295,30.5316176120248,220759,74787,1.05189306804422,54,7e-04,0.444
"48003",89.025,126,242,0.14,0.482,13.92,78.8,0.983,0.0656,27.77,0.45,11.8,42.4,56.7,1211,1231,34.6,0.0173,11.0415,37.1758621132388,194929,54536,1.03771160559667,60,0.0175,0.546
"48004",25.26,219,206,0.2,0.432,6.1,93.8,0.978,0.035,12.54,0.45,12.2,44.2,63.4,1445,1515,35.7,0.0025,9.8645,18.4917071108809,215278,71462,1.05129354842043,54,0.0014,0.499
